CustomerID,Recency,Frequency,Monetary,Cluster
12346,1.696,-0.25,2.1701425484994856,2
12347,-0.368,1.25,2.1701425484994856,3
12348,0.192,0.5,0.5704698862333605,1
12349,-0.256,-0.25,0.5949344672093712,0
12350,1.696,-0.25,-0.2687077429541299,2
12352,-0.12,1.25,0.5320692181362999,1
12353,1.224,-0.25,-0.38545323040960094,2
12354,1.448,-0.25,0.3439730524243684,2
12355,1.304,-0.25,-0.15865068254391385,2
12356,-0.224,0.25,1.3991712166487402,1
12357,-0.144,-0.25,2.1701425484994856,3
12358,-0.368,0.0,0.19080285357974383,0
12359,0.056,0.5,2.1701425484994856,3
12360,0.008,0.25,1.2153177655285032,1
12361,1.696,-0.25,-0.37078641212864605,2
12362,-0.368,1.75,2.1701425484994856,3
12363,0.472,0.0,-0.08960404437327692,0
12364,-0.344,0.5,0.3996130107428664,1
12365,1.696,-0.25,-0.2620789674321325,2
12367,-0.368,-0.25,-0.38545323040960094,0
12370,0.0,0.5,2.0677976844024317,3
12371,0.072,-0.25,0.6381147136074445,0
12372,0.168,0.25,0.39062054361178783,0
12373,1.696,-0.25,-0.25916349923291876,2
12374,-0.208,-0.25,-0.03671551256503423,0
12375,-0.32,0.0,-0.2197189294788508,0
12377,1.696,0.0,0.653146897468352,2
12378,0.632,-0.25,2.1701425484994856,3
12379,0.248,0.0,0.09064794603028428,0
12380,-0.232,0.5,1.3213856303208693,1
12381,-0.368,0.25,0.6387485110420561,1
12383,1.072,0.75,0.7232076115343676,1
12384,-0.176,0.0,-0.17291485304288015,0
12386,1.696,0.0,-0.20152521488529207,2
12388,-0.28,1.0,1.605558030679524,3
12390,0.232,-0.25,-0.12476861733361423,0
12391,-0.232,-0.25,-0.17336969590771914,0
12393,0.168,0.5,0.7455172812326987,1
12394,0.104,0.0,0.3044539182662285,0
12395,-0.256,1.75,1.4990875181051695,3
12397,-0.12,0.0,1.1912632887748884,1
12398,-0.04,-0.25,0.5692917686490235,0
12399,0.544,0.5,0.26953540783932867,1
12401,1.696,-0.25,-0.38545323040960094,2
12402,1.696,-0.25,-0.3553515804857499,2
12403,-0.008,-0.25,-0.20913078410063218,0
12405,0.784,-0.25,0.5541029995395648,2
12406,-0.232,0.0,2.1701425484994856,3
12407,-0.008,0.75,0.6225754917988476,1
12408,-0.144,0.75,1.468754718528695,1
12409,0.224,0.25,2.1701425484994856,3
12410,1.696,0.0,-0.10352521861351222,2
12412,0.192,0.25,0.43128796959263593,1
12413,0.128,0.25,0.010386821487224284,0
12414,1.328,0.25,-0.1713191747957402,2
12415,-0.216,1.75,2.1701425484994856,3
12417,-0.368,1.75,1.9269156993488665,3
12418,0.496,-0.25,-0.0026768621061834634,0
12420,0.104,-0.25,-0.053522329242854466,0
12421,-0.28,0.5,-0.02470318706904113,0
12422,0.36,0.25,0.008492885623796475,0
12423,-0.368,1.5,0.7174139573379762,1
12424,0.896,0.0,0.8118497750951162,2
12425,0.216,-0.25,0.09061812026865552,0
12426,1.152,-0.25,-0.12037677393377567,2
12427,-0.232,0.25,0.02060214484508304,0
12428,-0.2,1.5,2.1701425484994856,3
12429,-0.336,0.5,2.0624737859516937,3
12430,-0.064,-0.25,-0.3398421844387818,0
12431,-0.12,1.75,2.1701425484994856,3
12432,-0.064,0.5,2.1701425484994856,3
12433,-0.368,1.25,2.1701425484994856,3
12434,0.272,0.0,0.09989393213520757,0
12435,0.232,0.0,2.1701425484994856,3
12436,0.392,-0.25,-0.18131080494138307,0
12437,-0.368,1.75,2.1701425484994856,3
12438,-0.296,0.0,1.3456488874058856,1
12441,1.696,-0.25,-0.3852146243165707,2
12442,-0.368,-0.25,-0.38545323040960094,0
12444,-0.24,0.75,2.1701425484994856,3
12445,-0.232,-0.25,-0.38545323040960094,0
12446,0.056,-0.25,0.25624803103370497,0
12447,1.536,-0.25,-0.17946160772039846,2
12448,-0.056,-0.25,-0.22870394016952225,0
12449,-0.232,0.5,2.1701425484994856,3
12450,0.84,0.0,-0.3422431582498989,2
12451,-0.32,0.75,2.1701425484994856,3
12452,-0.272,-0.25,-0.24129041157686945,0
12453,0.664,-0.25,0.04460442651584769,0
12454,0.04,-0.25,2.12968613978216,3
12455,0.176,0.75,1.3106259868132852,1
12456,-0.056,0.25,1.460619742044444,1
12457,0.12,1.0,1.0446920396906323,1
12458,0.16,0.0,0.08592056281212186,0
12461,0.832,-0.25,-0.033770218604191694,2
12462,-0.256,0.0,0.1979088412878018,0
12463,0.016,0.5,0.42017787338591367,1
12464,-0.328,1.5,0.21241907432020557,1
12465,-0.272,0.0,0.007471353288010505,0
12468,1.096,0.0,-0.010908772315728139,2
12471,-0.368,1.75,2.1701425484994856,3
12472,-0.152,1.25,2.1701425484994856,3
12473,0.024,0.25,1.4454757115774286,1
12474,-0.272,1.75,2.1701425484994856,3
12475,0.024,-0.25,0.010782012828805664,0
12476,-0.28,1.75,2.1701425484994856,3
12477,-0.224,1.0,2.1701425484994856,3
12478,-0.368,-0.25,-0.09408536505800184,0
12479,-0.32,-0.25,-0.14836079478198308,0
12480,-0.184,0.5,1.699158727111058,3
12481,-0.224,1.75,2.1701425484994856,3
12483,-0.272,1.5,0.941159364636713,1
12484,-0.128,0.5,2.1701425484994856,3
12488,-0.328,0.25,0.42687375687157586,1
12489,1.696,-0.25,-0.27830418175819144,2
12490,-0.368,1.75,2.1701425484994856,3
12491,-0.096,-0.25,-0.17729178356190434,0
12492,0.096,0.0,-0.3317817723586026,0
12493,0.92,0.0,-0.19344243348389134,2
12494,-0.28,1.25,0.3451064313662622,1
12497,0.248,-0.25,0.20947378035936312,0
12498,-0.24,0.25,-0.24044783381085624,0
12500,-0.224,1.75,2.1701425484994856,3
12501,1.696,-0.25,1.019101536213135,2
12502,0.36,0.75,1.7759004117819215,3
12504,-0.264,0.0,-0.182026623220474,0
12506,1.456,-0.25,-0.38545323040960094,2
12507,0.664,0.25,0.31804700912854716,0
12508,-0.2,0.0,-0.20452270392898492,0
12509,1.696,-0.25,-0.3830149743964478,2
12510,0.736,0.0,0.10617971139847394,2
12512,0.12,0.0,-0.38545323040960094,0
